Ingredient,Pairings,Bad Pairings,Cuisine,Season,Health Insight,Carbs (g),Proteins (g),Vitamins
Pumpkin,"['Parmesan', 'Honey', 'Garlic']","['Milk', 'Banana']",Korean,Fall,Supports Digestion,15,8,"['A', 'D']"
Brussels Sprouts,"['Basil', 'Parmesan', 'Soy Sauce']","['Banana', 'Vinegar']",American,Fall,Rich in Antioxidants,30,2,"['E', 'C']"
Brussels Sprouts,"['Thyme', 'Basil', 'Lemon']","['Orange', 'Milk']",French,Fall,High in Protein,15,8,"['D', 'K']"
Asparagus,"['Rosemary', 'Ginger', 'Honey']","['Vinegar', 'Banana']",French,Summer,Rich in Antioxidants,25,12,"['B', 'A']"
Salmon,"['Parmesan', 'Honey', 'Basil']","['Banana', 'Vinegar']",French,Fall,Boosts Immunity,20,18,"['A', 'C']"
Tomato,"['Honey', 'Ginger', 'Parmesan']","['Banana', 'Tea']",Thai,Spring,High in Protein,25,2,"['E', 'B']"
Mushroom,"['Rosemary', 'Ginger', 'Lemon']","['Chocolate', 'Coffee']",Italian,Winter,High in Protein,15,15,"['C', 'K']"
Salmon,"['Honey', 'Thyme', 'Basil']","['Banana', 'Chocolate']",Chinese,Winter,Rich in Antioxidants,30,15,"['E', 'K']"
Tomato,"['Ginger', 'Soy Sauce', 'Garlic']","['Banana', 'Milk']",Mexican,Fall,Supports Digestion,15,15,"['D', 'B']"
Apple,"['Thyme', 'Soy Sauce', 'Honey']","['Orange', 'Vinegar']",Mediterranean,Fall,Boosts Immunity,20,18,"['E', 'A']"
Salmon,"['Soy Sauce', 'Parmesan', 'Thyme']","['Cucumber', 'Orange']",Italian,Winter,Supports Digestion,10,15,"['A', 'C']"
Chicken,"['Garlic', 'Rosemary', 'Parmesan']","['Milk', 'Coffee']",Mediterranean,Spring,Rich in Antioxidants,15,8,"['A', 'C']"
Chicken,"['Thyme', 'Garlic', 'Parmesan']","['Banana', 'Ketchup']",Mexican,Summer,High in Protein,30,15,"['B', 'C']"
Chicken,"['Lemon', 'Parmesan', 'Basil']","['Peanut Butter', 'Cucumber']",French,Spring,Supports Digestion,20,12,"['C', 'E']"
Carrot,"['Rosemary', 'Ginger', 'Thyme']","['Orange', 'Coffee']",Japanese,Winter,High in Protein,15,8,"['A', 'B']"
Pumpkin,"['Soy Sauce', 'Garlic', 'Olive Oil']","['Vinegar', 'Tea']",Italian,Spring,Supports Digestion,25,8,"['K', 'C']"
Carrot,"['Lemon', 'Honey', 'Thyme']","['Milk', 'Vinegar']",Thai,Spring,High in Protein,10,15,"['A', 'K']"
Salmon,"['Parmesan', 'Basil', 'Ginger']","['Orange', 'Banana']",Indian,Fall,Supports Digestion,5,2,"['C', 'K']"
Beef,"['Lemon', 'Basil', 'Rosemary']","['Orange', 'Coffee']",Thai,Fall,Rich in Antioxidants,20,5,"['C', 'A']"
Tomato,"['Thyme', 'Basil', 'Garlic']","['Ketchup', 'Vinegar']",Thai,Summer,Good for Heart Health,20,8,"['C', 'B']"
Salmon,"['Soy Sauce', 'Honey', 'Lemon']","['Cucumber', 'Vinegar']",Indian,Winter,Good for Heart Health,25,15,"['B', 'C']"
Pumpkin,"['Honey', 'Ginger', 'Thyme']","['Peanut Butter', 'Tea']",American,Spring,Boosts Immunity,20,12,"['D', 'B']"
Pumpkin,"['Rosemary', 'Ginger', 'Lemon']","['Coffee', 'Ketchup']",American,Spring,High in Protein,10,18,"['A', 'B']"
Asparagus,"['Soy Sauce', 'Rosemary', 'Parmesan']","['Ketchup', 'Banana']",Mediterranean,Summer,Boosts Immunity,20,5,"['C', 'D']"
Chicken,"['Basil', 'Thyme', 'Honey']","['Ketchup', 'Cucumber']",Italian,Fall,Rich in Antioxidants,10,8,"['K', 'E']"
Salmon,"['Olive Oil', 'Parmesan', 'Garlic']","['Chocolate', 'Tea']",Chinese,Winter,High in Protein,10,15,"['D', 'E']"
Beef,"['Garlic', 'Olive Oil', 'Ginger']","['Vinegar', 'Banana']",Mexican,Summer,Rich in Antioxidants,15,2,"['D', 'E']"
Apple,"['Olive Oil', 'Thyme', 'Ginger']","['Cucumber', 'Vinegar']",Japanese,Summer,Supports Digestion,10,12,"['K', 'E']"
Mushroom,"['Parmesan', 'Soy Sauce', 'Thyme']","['Ketchup', 'Coffee']",American,Summer,Rich in Antioxidants,30,5,"['A', 'B']"
Beef,"['Lemon', 'Soy Sauce', 'Olive Oil']","['Chocolate', 'Cucumber']",Thai,Spring,Rich in Antioxidants,10,8,"['D', 'E']"
Pumpkin,"['Garlic', 'Lemon', 'Ginger']","['Banana', 'Cucumber']",American,Fall,Boosts Immunity,20,12,"['A', 'K']"
Carrot,"['Parmesan', 'Lemon', 'Rosemary']","['Peanut Butter', 'Milk']",American,Spring,Boosts Immunity,10,8,"['D', 'E']"
Salmon,"['Thyme', 'Lemon', 'Honey']","['Ketchup', 'Banana']",American,Summer,High in Protein,20,15,"['B', 'D']"
Carrot,"['Garlic', 'Honey', 'Lemon']","['Coffee', 'Ketchup']",Chinese,Summer,Rich in Antioxidants,30,8,"['K', 'B']"
Carrot,"['Ginger', 'Garlic', 'Honey']","['Ketchup', 'Banana']",Thai,Spring,Supports Digestion,5,2,"['C', 'E']"
Apple,"['Olive Oil', 'Rosemary', 'Honey']","['Banana', 'Orange']",Japanese,Winter,High in Protein,30,18,"['C', 'D']"
Apple,"['Lemon', 'Garlic', 'Basil']","['Ketchup', 'Tea']",French,Summer,Supports Digestion,30,8,"['A', 'E']"
Apple,"['Honey', 'Garlic', 'Soy Sauce']","['Peanut Butter', 'Chocolate']",American,Spring,Supports Digestion,15,15,"['K', 'E']"
Asparagus,"['Garlic', 'Ginger', 'Soy Sauce']","['Ketchup', 'Banana']",French,Summer,Boosts Immunity,15,8,"['A', 'D']"
Tomato,"['Ginger', 'Soy Sauce', 'Lemon']","['Chocolate', 'Banana']",American,Winter,Rich in Antioxidants,15,8,"['B', 'E']"
Mushroom,"['Basil', 'Parmesan', 'Rosemary']","['Chocolate', 'Orange']",Thai,Winter,Boosts Immunity,25,15,"['D', 'A']"
Mushroom,"['Honey', 'Parmesan', 'Thyme']","['Cucumber', 'Ketchup']",Chinese,Summer,Rich in Antioxidants,15,18,"['D', 'C']"
Carrot,"['Ginger', 'Rosemary', 'Lemon']","['Vinegar', 'Ketchup']",Mediterranean,Summer,Good for Heart Health,20,12,"['E', 'A']"
Salmon,"['Thyme', 'Rosemary', 'Ginger']","['Ketchup', 'Peanut Butter']",Japanese,Winter,High in Protein,20,2,"['D', 'C']"
Apple,"['Garlic', 'Thyme', 'Ginger']","['Orange', 'Tea']",Korean,Winter,Boosts Immunity,20,15,"['K', 'E']"
Brussels Sprouts,"['Thyme', 'Basil', 'Ginger']","['Ketchup', 'Vinegar']",Thai,Spring,Good for Heart Health,20,12,"['K', 'C']"
Chicken,"['Basil', 'Olive Oil', 'Thyme']","['Tea', 'Cucumber']",Mediterranean,Fall,High in Protein,25,8,"['K', 'C']"
Carrot,"['Parmesan', 'Lemon', 'Rosemary']","['Tea', 'Cucumber']",Mexican,Summer,Rich in Antioxidants,15,15,"['D', 'K']"
Asparagus,"['Lemon', 'Garlic', 'Ginger']","['Chocolate', 'Tea']",Mexican,Winter,Supports Digestion,25,18,"['D', 'A']"
Apple,"['Olive Oil', 'Thyme', 'Garlic']","['Orange', 'Tea']",Korean,Spring,Good for Heart Health,25,5,"['K', 'A']"
Pumpkin,"['Basil', 'Thyme', 'Parmesan']","['Banana', 'Cucumber']",Mexican,Summer,Rich in Antioxidants,20,2,"['D', 'E']"
Asparagus,"['Honey', 'Parmesan', 'Thyme']","['Vinegar', 'Banana']",French,Winter,High in Protein,15,8,"['C', 'E']"
Mushroom,"['Olive Oil', 'Parmesan', 'Garlic']","['Tea', 'Milk']",Italian,Fall,Good for Heart Health,15,2,"['D', 'C']"
Beef,"['Rosemary', 'Thyme', 'Basil']","['Banana', 'Ketchup']",Japanese,Winter,Supports Digestion,25,18,"['K', 'D']"
Chicken,"['Lemon', 'Honey', 'Olive Oil']","['Coffee', 'Milk']",American,Summer,Boosts Immunity,20,15,"['D', 'A']"
Mushroom,"['Parmesan', 'Ginger', 'Soy Sauce']","['Vinegar', 'Tea']",Japanese,Fall,High in Protein,30,18,"['D', 'B']"
Asparagus,"['Basil', 'Olive Oil', 'Honey']","['Ketchup', 'Vinegar']",Korean,Summer,Good for Heart Health,30,2,"['B', 'A']"
Chicken,"['Lemon', 'Basil', 'Rosemary']","['Vinegar', 'Ketchup']",Thai,Spring,High in Protein,10,18,"['B', 'E']"
Chicken,"['Parmesan', 'Soy Sauce', 'Lemon']","['Chocolate', 'Milk']",Mediterranean,Spring,High in Protein,20,5,"['E', 'K']"
Asparagus,"['Rosemary', 'Soy Sauce', 'Basil']","['Orange', 'Milk']",Italian,Summer,Supports Digestion,10,18,"['A', 'D']"
Tomato,"['Soy Sauce', 'Parmesan', 'Basil']","['Milk', 'Coffee']",Thai,Spring,Rich in Antioxidants,20,12,"['A', 'B']"
Apple,"['Soy Sauce', 'Rosemary', 'Lemon']","['Tea', 'Ketchup']",Mediterranean,Fall,Rich in Antioxidants,15,5,"['D', 'E']"
Apple,"['Rosemary', 'Basil', 'Garlic']","['Chocolate', 'Orange']",French,Spring,Rich in Antioxidants,25,5,"['D', 'K']"
Salmon,"['Lemon', 'Garlic', 'Rosemary']","['Vinegar', 'Banana']",Mediterranean,Spring,Boosts Immunity,5,8,"['B', 'E']"
Chicken,"['Basil', 'Parmesan', 'Ginger']","['Milk', 'Orange']",Japanese,Winter,Supports Digestion,25,15,"['D', 'A']"
Asparagus,"['Ginger', 'Soy Sauce', 'Rosemary']","['Vinegar', 'Peanut Butter']",American,Fall,High in Protein,25,5,"['C', 'B']"
Salmon,"['Soy Sauce', 'Garlic', 'Basil']","['Orange', 'Ketchup']",Chinese,Spring,Supports Digestion,25,15,"['A', 'D']"
Brussels Sprouts,"['Parmesan', 'Lemon', 'Ginger']","['Chocolate', 'Ketchup']",Japanese,Spring,Rich in Antioxidants,20,5,"['K', 'C']"
Salmon,"['Garlic', 'Basil', 'Soy Sauce']","['Milk', 'Banana']",Chinese,Winter,Rich in Antioxidants,5,18,"['E', 'K']"
Carrot,"['Soy Sauce', 'Basil', 'Thyme']","['Banana', 'Peanut Butter']",Mexican,Fall,Boosts Immunity,15,12,"['C', 'D']"
Pumpkin,"['Ginger', 'Basil', 'Garlic']","['Banana', 'Peanut Butter']",Korean,Fall,Good for Heart Health,20,8,"['K', 'A']"
Apple,"['Thyme', 'Rosemary', 'Honey']","['Milk', 'Ketchup']",Thai,Fall,High in Protein,10,8,"['K', 'E']"
Apple,"['Honey', 'Thyme', 'Soy Sauce']","['Milk', 'Vinegar']",Mediterranean,Fall,Boosts Immunity,25,12,"['E', 'C']"
Pumpkin,"['Basil', 'Lemon', 'Olive Oil']","['Coffee', 'Cucumber']",Thai,Spring,Rich in Antioxidants,5,2,"['C', 'B']"
Brussels Sprouts,"['Basil', 'Garlic', 'Parmesan']","['Cucumber', 'Ketchup']",Indian,Summer,Good for Heart Health,30,15,"['B', 'C']"
Apple,"['Olive Oil', 'Garlic', 'Ginger']","['Coffee', 'Banana']",Mexican,Spring,Rich in Antioxidants,25,8,"['B', 'A']"
Chicken,"['Garlic', 'Rosemary', 'Basil']","['Ketchup', 'Vinegar']",American,Winter,Rich in Antioxidants,15,12,"['B', 'D']"
Chicken,"['Garlic', 'Honey', 'Basil']","['Ketchup', 'Banana']",Italian,Summer,High in Protein,25,8,"['K', 'A']"
Chicken,"['Soy Sauce', 'Parmesan', 'Honey']","['Chocolate', 'Vinegar']",Mediterranean,Summer,Supports Digestion,30,5,"['E', 'A']"
Pumpkin,"['Soy Sauce', 'Honey', 'Olive Oil']","['Peanut Butter', 'Ketchup']",Chinese,Spring,Rich in Antioxidants,25,12,"['E', 'B']"
Mushroom,"['Thyme', 'Lemon', 'Honey']","['Ketchup', 'Peanut Butter']",Mediterranean,Winter,High in Protein,30,12,"['K', 'C']"
Beef,"['Ginger', 'Parmesan', 'Honey']","['Ketchup', 'Vinegar']",Mediterranean,Winter,Boosts Immunity,25,5,"['E', 'C']"
Pumpkin,"['Garlic', 'Rosemary', 'Honey']","['Chocolate', 'Vinegar']",American,Summer,Rich in Antioxidants,25,8,"['C', 'E']"
Apple,"['Honey', 'Thyme', 'Olive Oil']","['Chocolate', 'Peanut Butter']",Thai,Summer,Boosts Immunity,15,18,"['B', 'A']"
Chicken,"['Lemon', 'Soy Sauce', 'Basil']","['Vinegar', 'Cucumber']",Mediterranean,Winter,Supports Digestion,20,5,"['K', 'A']"
Tomato,"['Basil', 'Thyme', 'Lemon']","['Orange', 'Coffee']",Korean,Winter,Boosts Immunity,30,15,"['A', 'B']"
Beef,"['Parmesan', 'Honey', 'Soy Sauce']","['Peanut Butter', 'Tea']",Korean,Fall,Good for Heart Health,15,2,"['A', 'D']"
Mushroom,"['Thyme', 'Parmesan', 'Lemon']","['Orange', 'Banana']",Indian,Winter,Rich in Antioxidants,20,15,"['B', 'A']"
Carrot,"['Lemon', 'Soy Sauce', 'Garlic']","['Vinegar', 'Banana']",Chinese,Spring,Good for Heart Health,10,8,"['E', 'D']"
Chicken,"['Olive Oil', 'Thyme', 'Basil']","['Vinegar', 'Tea']",Thai,Winter,Rich in Antioxidants,10,2,"['E', 'D']"
Brussels Sprouts,"['Soy Sauce', 'Basil', 'Olive Oil']","['Vinegar', 'Milk']",Mexican,Spring,High in Protein,5,15,"['K', 'E']"
Beef,"['Garlic', 'Thyme', 'Honey']","['Tea', 'Ketchup']",Thai,Winter,Supports Digestion,20,2,"['D', 'E']"
Mushroom,"['Soy Sauce', 'Thyme', 'Rosemary']","['Banana', 'Orange']",Italian,Spring,Rich in Antioxidants,10,8,"['K', 'E']"
Tomato,"['Rosemary', 'Lemon', 'Olive Oil']","['Chocolate', 'Peanut Butter']",Mediterranean,Summer,High in Protein,30,18,"['A', 'D']"
Asparagus,"['Basil', 'Thyme', 'Ginger']","['Tea', 'Orange']",Korean,Summer,Rich in Antioxidants,10,8,"['E', 'A']"
Pumpkin,"['Honey', 'Parmesan', 'Olive Oil']","['Milk', 'Cucumber']",Thai,Spring,Good for Heart Health,15,12,"['K', 'E']"
Brussels Sprouts,"['Garlic', 'Thyme', 'Lemon']","['Vinegar', 'Peanut Butter']",Japanese,Winter,Good for Heart Health,10,5,"['K', 'A']"
Brussels Sprouts,"['Thyme', 'Rosemary', 'Basil']","['Coffee', 'Banana']",Japanese,Spring,Rich in Antioxidants,20,8,"['K', 'D']"
Salmon,"['Lemon', 'Olive Oil', 'Ginger']","['Chocolate', 'Banana']",Japanese,Winter,Supports Digestion,15,2,"['D', 'A']"
Carrot,"['Honey', 'Parmesan', 'Garlic']","['Cucumber', 'Milk']",Thai,Summer,High in Protein,15,5,"['D', 'B']"
Salmon,"['Garlic', 'Lemon', 'Basil']","['Orange', 'Peanut Butter']",Korean,Summer,Rich in Antioxidants,25,8,"['C', 'E']"
Mushroom,"['Thyme', 'Rosemary', 'Olive Oil']","['Peanut Butter', 'Vinegar']",Indian,Winter,Supports Digestion,10,5,"['E', 'B']"
Mushroom,"['Ginger', 'Honey', 'Lemon']","['Tea', 'Peanut Butter']",American,Summer,Boosts Immunity,30,5,"['D', 'E']"
Mushroom,"['Rosemary', 'Basil', 'Olive Oil']","['Cucumber', 'Chocolate']",Japanese,Summer,Good for Heart Health,20,5,"['E', 'D']"
Pumpkin,"['Basil', 'Olive Oil', 'Rosemary']","['Peanut Butter', 'Vinegar']",Thai,Summer,Supports Digestion,10,8,"['K', 'A']"
Salmon,"['Basil', 'Garlic', 'Thyme']","['Chocolate', 'Tea']",French,Spring,Boosts Immunity,15,12,"['C', 'D']"
Mushroom,"['Basil', 'Rosemary', 'Lemon']","['Milk', 'Ketchup']",Indian,Spring,Good for Heart Health,5,5,"['D', 'B']"
Apple,"['Lemon', 'Olive Oil', 'Thyme']","['Milk', 'Tea']",Korean,Winter,Rich in Antioxidants,25,12,"['C', 'A']"
Chicken,"['Honey', 'Basil', 'Thyme']","['Orange', 'Milk']",American,Fall,Rich in Antioxidants,20,15,"['E', 'A']"
Carrot,"['Garlic', 'Lemon', 'Honey']","['Vinegar', 'Banana']",American,Spring,Supports Digestion,20,18,"['C', 'K']"
Brussels Sprouts,"['Parmesan', 'Garlic', 'Basil']","['Chocolate', 'Vinegar']",Thai,Winter,Supports Digestion,25,12,"['D', 'E']"
Asparagus,"['Garlic', 'Ginger', 'Parmesan']","['Vinegar', 'Ketchup']",Korean,Summer,Boosts Immunity,15,18,"['A', 'C']"
Beef,"['Ginger', 'Basil', 'Thyme']","['Tea', 'Coffee']",French,Fall,Boosts Immunity,15,15,"['E', 'K']"
Carrot,"['Thyme', 'Honey', 'Parmesan']","['Orange', 'Peanut Butter']",Indian,Summer,Boosts Immunity,10,2,"['A', 'D']"
Brussels Sprouts,"['Rosemary', 'Soy Sauce', 'Ginger']","['Chocolate', 'Milk']",Mexican,Winter,High in Protein,25,8,"['D', 'E']"
Brussels Sprouts,"['Ginger', 'Honey', 'Rosemary']","['Tea', 'Cucumber']",Thai,Winter,Good for Heart Health,20,5,"['A', 'E']"
Apple,"['Ginger', 'Rosemary', 'Olive Oil']","['Coffee', 'Peanut Butter']",Indian,Spring,Boosts Immunity,10,12,"['E', 'C']"
Chicken,"['Honey', 'Basil', 'Garlic']","['Peanut Butter', 'Banana']",Thai,Summer,Boosts Immunity,10,2,"['C', 'A']"
Carrot,"['Rosemary', 'Honey', 'Ginger']","['Tea', 'Peanut Butter']",Mexican,Spring,High in Protein,20,18,"['B', 'E']"
Brussels Sprouts,"['Honey', 'Thyme', 'Soy Sauce']","['Vinegar', 'Cucumber']",Thai,Fall,High in Protein,20,12,"['A', 'K']"
Apple,"['Parmesan', 'Soy Sauce', 'Honey']","['Chocolate', 'Ketchup']",Thai,Summer,Boosts Immunity,15,15,"['A', 'K']"
Apple,"['Honey', 'Thyme', 'Soy Sauce']","['Cucumber', 'Peanut Butter']",Japanese,Winter,Supports Digestion,10,18,"['C', 'D']"
Carrot,"['Basil', 'Ginger', 'Parmesan']","['Chocolate', 'Orange']",Thai,Winter,Good for Heart Health,5,8,"['D', 'C']"
Brussels Sprouts,"['Soy Sauce', 'Olive Oil', 'Thyme']","['Orange', 'Tea']",Indian,Summer,Boosts Immunity,25,12,"['C', 'K']"
Asparagus,"['Basil', 'Parmesan', 'Ginger']","['Ketchup', 'Vinegar']",Italian,Fall,Rich in Antioxidants,5,18,"['A', 'E']"
Mushroom,"['Ginger', 'Basil', 'Honey']","['Tea', 'Vinegar']",Italian,Summer,High in Protein,5,12,"['C', 'D']"
Pumpkin,"['Ginger', 'Lemon', 'Thyme']","['Peanut Butter', 'Milk']",Chinese,Spring,Good for Heart Health,30,5,"['D', 'A']"
Brussels Sprouts,"['Garlic', 'Basil', 'Honey']","['Cucumber', 'Milk']",Korean,Winter,High in Protein,15,18,"['E', 'B']"
Pumpkin,"['Soy Sauce', 'Rosemary', 'Honey']","['Chocolate', 'Coffee']",Italian,Summer,Rich in Antioxidants,10,12,"['A', 'B']"
Mushroom,"['Olive Oil', 'Thyme', 'Rosemary']","['Chocolate', 'Cucumber']",Mexican,Winter,Supports Digestion,10,15,"['K', 'A']"
Salmon,"['Rosemary', 'Lemon', 'Olive Oil']","['Banana', 'Vinegar']",Indian,Fall,High in Protein,10,2,"['E', 'C']"
Pumpkin,"['Lemon', 'Soy Sauce', 'Olive Oil']","['Orange', 'Cucumber']",Chinese,Fall,Good for Heart Health,5,5,"['C', 'B']"
Pumpkin,"['Olive Oil', 'Honey', 'Garlic']","['Tea', 'Milk']",Italian,Fall,Supports Digestion,30,5,"['A', 'B']"
Pumpkin,"['Parmesan', 'Thyme', 'Honey']","['Vinegar', 'Chocolate']",Indian,Fall,Rich in Antioxidants,5,15,"['B', 'D']"
Mushroom,"['Lemon', 'Parmesan', 'Thyme']","['Tea', 'Banana']",Mediterranean,Winter,Rich in Antioxidants,5,15,"['D', 'B']"
Pumpkin,"['Thyme', 'Ginger', 'Parmesan']","['Peanut Butter', 'Cucumber']",American,Spring,High in Protein,30,5,"['B', 'A']"
Salmon,"['Basil', 'Garlic', 'Ginger']","['Milk', 'Ketchup']",Thai,Winter,Boosts Immunity,20,8,"['K', 'B']"
Pumpkin,"['Thyme', 'Rosemary', 'Olive Oil']","['Chocolate', 'Milk']",Mexican,Summer,Boosts Immunity,30,18,"['B', 'K']"
Chicken,"['Lemon', 'Parmesan', 'Rosemary']","['Milk', 'Tea']",Italian,Fall,Rich in Antioxidants,10,8,"['A', 'B']"
Salmon,"['Basil', 'Garlic', 'Thyme']","['Cucumber', 'Coffee']",Japanese,Spring,Supports Digestion,25,12,"['D', 'B']"
Apple,"['Soy Sauce', 'Parmesan', 'Olive Oil']","['Orange', 'Peanut Butter']",Mexican,Summer,Boosts Immunity,30,5,"['C', 'A']"
Chicken,"['Rosemary', 'Garlic', 'Olive Oil']","['Banana', 'Ketchup']",American,Fall,High in Protein,10,2,"['B', 'K']"
Tomato,"['Thyme', 'Olive Oil', 'Lemon']","['Vinegar', 'Orange']",Italian,Winter,High in Protein,15,18,"['A', 'C']"
Salmon,"['Rosemary', 'Honey', 'Basil']","['Vinegar', 'Orange']",Thai,Fall,Supports Digestion,15,8,"['A', 'K']"
Carrot,"['Soy Sauce', 'Lemon', 'Thyme']","['Ketchup', 'Milk']",Italian,Fall,Rich in Antioxidants,25,18,"['K', 'A']"
Chicken,"['Parmesan', 'Honey', 'Olive Oil']","['Tea', 'Banana']",American,Winter,Rich in Antioxidants,20,18,"['A', 'C']"
Carrot,"['Lemon', 'Rosemary', 'Thyme']","['Tea', 'Orange']",Thai,Fall,Boosts Immunity,20,12,"['C', 'E']"
Asparagus,"['Basil', 'Garlic', 'Thyme']","['Coffee', 'Milk']",American,Summer,Boosts Immunity,15,12,"['K', 'A']"
Tomato,"['Parmesan', 'Lemon', 'Ginger']","['Chocolate', 'Orange']",Mexican,Spring,Good for Heart Health,20,15,"['C', 'A']"
Carrot,"['Soy Sauce', 'Basil', 'Rosemary']","['Coffee', 'Chocolate']",Korean,Fall,Boosts Immunity,20,15,"['B', 'E']"
Tomato,"['Soy Sauce', 'Basil', 'Ginger']","['Peanut Butter', 'Vinegar']",American,Fall,Good for Heart Health,5,2,"['E', 'B']"
Beef,"['Thyme', 'Honey', 'Basil']","['Banana', 'Tea']",Chinese,Winter,High in Protein,25,2,"['K', 'B']"
Brussels Sprouts,"['Rosemary', 'Garlic', 'Olive Oil']","['Milk', 'Vinegar']",Japanese,Fall,Supports Digestion,25,2,"['A', 'K']"
Tomato,"['Garlic', 'Parmesan', 'Soy Sauce']","['Milk', 'Orange']",Thai,Winter,Rich in Antioxidants,25,5,"['B', 'E']"
Chicken,"['Garlic', 'Ginger', 'Basil']","['Vinegar', 'Peanut Butter']",Thai,Winter,Boosts Immunity,15,18,"['D', 'C']"
Brussels Sprouts,"['Basil', 'Parmesan', 'Garlic']","['Peanut Butter', 'Orange']",Italian,Spring,High in Protein,30,18,"['D', 'E']"
Chicken,"['Honey', 'Lemon', 'Parmesan']","['Milk', 'Tea']",Thai,Summer,Supports Digestion,30,5,"['C', 'K']"
Tomato,"['Olive Oil', 'Garlic', 'Rosemary']","['Peanut Butter', 'Banana']",Mexican,Winter,Boosts Immunity,10,15,"['C', 'D']"
Beef,"['Honey', 'Basil', 'Garlic']","['Vinegar', 'Milk']",Mediterranean,Winter,High in Protein,20,8,"['A', 'E']"
Tomato,"['Olive Oil', 'Rosemary', 'Basil']","['Orange', 'Vinegar']",Mediterranean,Spring,Supports Digestion,20,15,"['B', 'D']"
Apple,"['Parmesan', 'Soy Sauce', 'Lemon']","['Cucumber', 'Vinegar']",Indian,Summer,High in Protein,20,2,"['K', 'C']"
Pumpkin,"['Honey', 'Lemon', 'Olive Oil']","['Cucumber', 'Orange']",Japanese,Winter,Rich in Antioxidants,10,18,"['C', 'K']"
Apple,"['Soy Sauce', 'Rosemary', 'Olive Oil']","['Vinegar', 'Peanut Butter']",Japanese,Winter,Good for Heart Health,25,12,"['D', 'K']"
Salmon,"['Thyme', 'Garlic', 'Soy Sauce']","['Cucumber', 'Chocolate']",Indian,Spring,Good for Heart Health,20,5,"['E', 'C']"
Asparagus,"['Parmesan', 'Olive Oil', 'Lemon']","['Milk', 'Chocolate']",Italian,Summer,Good for Heart Health,15,8,"['E', 'A']"
Beef,"['Thyme', 'Honey', 'Ginger']","['Peanut Butter', 'Ketchup']",Indian,Spring,Supports Digestion,15,15,"['A', 'D']"
Carrot,"['Soy Sauce', 'Basil', 'Parmesan']","['Tea', 'Orange']",Korean,Winter,Boosts Immunity,25,2,"['A', 'C']"
Tomato,"['Ginger', 'Olive Oil', 'Basil']","['Ketchup', 'Orange']",Mexican,Summer,Rich in Antioxidants,25,8,"['E', 'B']"
Mushroom,"['Olive Oil', 'Parmesan', 'Garlic']","['Orange', 'Chocolate']",Thai,Summer,High in Protein,15,15,"['K', 'C']"
Apple,"['Ginger', 'Basil', 'Lemon']","['Banana', 'Tea']",Mexican,Fall,Boosts Immunity,5,8,"['E', 'A']"
Pumpkin,"['Ginger', 'Basil', 'Lemon']","['Coffee', 'Peanut Butter']",Thai,Winter,Boosts Immunity,20,8,"['K', 'B']"
Mushroom,"['Honey', 'Olive Oil', 'Lemon']","['Ketchup', 'Tea']",Thai,Winter,High in Protein,30,15,"['E', 'D']"
Mushroom,"['Garlic', 'Soy Sauce', 'Olive Oil']","['Banana', 'Peanut Butter']",Korean,Spring,High in Protein,10,15,"['E', 'D']"
Asparagus,"['Ginger', 'Honey', 'Rosemary']","['Ketchup', 'Banana']",Japanese,Spring,Good for Heart Health,5,15,"['B', 'K']"
Tomato,"['Lemon', 'Basil', 'Garlic']","['Coffee', 'Ketchup']",French,Fall,High in Protein,10,18,"['C', 'A']"
Brussels Sprouts,"['Garlic', 'Rosemary', 'Basil']","['Chocolate', 'Tea']",French,Spring,Good for Heart Health,5,12,"['E', 'D']"
Chicken,"['Soy Sauce', 'Rosemary', 'Ginger']","['Coffee', 'Cucumber']",Indian,Summer,Boosts Immunity,15,2,"['B', 'E']"
Beef,"['Olive Oil', 'Rosemary', 'Soy Sauce']","['Coffee', 'Ketchup']",Mexican,Fall,Supports Digestion,25,8,"['K', 'E']"
Carrot,"['Thyme', 'Olive Oil', 'Basil']","['Coffee', 'Milk']",Indian,Winter,High in Protein,15,15,"['E', 'C']"
Salmon,"['Basil', 'Olive Oil', 'Ginger']","['Cucumber', 'Orange']",Korean,Winter,Rich in Antioxidants,30,12,"['K', 'A']"
Beef,"['Lemon', 'Thyme', 'Soy Sauce']","['Vinegar', 'Banana']",Korean,Fall,Rich in Antioxidants,15,15,"['C', 'E']"
Beef,"['Thyme', 'Ginger', 'Rosemary']","['Tea', 'Orange']",Japanese,Spring,Boosts Immunity,15,8,"['E', 'D']"
Asparagus,"['Olive Oil', 'Ginger', 'Parmesan']","['Banana', 'Milk']",Mexican,Summer,Good for Heart Health,20,12,"['D', 'A']"
Beef,"['Lemon', 'Thyme', 'Honey']","['Vinegar', 'Orange']",Korean,Winter,Boosts Immunity,15,5,"['E', 'C']"
Carrot,"['Lemon', 'Garlic', 'Olive Oil']","['Banana', 'Peanut Butter']",American,Spring,Rich in Antioxidants,15,18,"['D', 'K']"
Salmon,"['Thyme', 'Rosemary', 'Garlic']","['Cucumber', 'Ketchup']",American,Winter,High in Protein,5,15,"['K', 'D']"
Tomato,"['Ginger', 'Olive Oil', 'Lemon']","['Coffee', 'Tea']",Japanese,Summer,High in Protein,20,12,"['D', 'A']"
